label,text
否定/拒绝,嗯没必要
肯定,知道知道今天下午我就处理
恢复词,怎么拉
肯定,好的謝謝
没印象,真的没得什么印象
号码是哪来的,我的信息息是谁给你
打过了/不要打电话,天天打电话很
否定/拒绝,不了解
肯定,是的。什么事
否定/拒绝,太差劲了
咨询额度-通用,三百万
肯定,那我知道了行知道了
咨询利息/费用,你们的会员费是怎么计算的
否定/拒绝,用不着
咨询利息/费用,利息几厘??
肯定,好的谢谢你了
人工服务,你是人工难听吗
没通过怎么办,为什么我办理贷款通过不通过没反应？
肯定,可以有啊你
没通过怎么办,关键我每天每个时间段就提交申请就两天了就是不通过
否定/拒绝,我怎么不知道有这个事你是骗子吧？
电话号码,客服热线
肯定,知道好
咨询提前还款,不可以提前還款嗎
没通过怎么办,我芝麻分在600为什么还是。不通过
什么平台,什么是大都会
号码是哪来的,怎么有我号码码
没通过怎么办,有回审核不通过是怎么额度事
号码是哪来的,你怎么有的电话话号码
咨询操作,借款怎么贷款操作呢
肯定,嗯可以呀帮我申请一个吧
否定/拒绝,哦不需要谢谢啊
恢复词,恩你说
利息高,利息能再低点不
咨询利息/费用,利息如何算
恢复词,跟你说吧。
肯定,是 有什么事
加下微信/发信息/发个短信/发资料,发个消息
运营商提示音,您说的我都记下来了稍后我会告诉他的您也可以一会再打电话过来。祝您虎虎生威万事如
咨询额度-通用,XX最大额度是多少
肯定,哦好我知道了啊
嗯啊哦额/模糊回答,喂 啊
怎么提额,提额时间大概要好久
额度太少,需要但是你们可以额度太小了
没通过怎么办,无不不良信息芝麻信用623居然不通过？
咨询利息/费用,利息。介绍一下
号码是哪来的,为什么有我的手机
打过了/不要打电话,打电话给我
投诉,你个龟儿子
没通过怎么办,你好怎么我申请不通过呢？
额度太少,你额度太低了吧229448只有几千块钱
号码是哪来的,怎么有的我的号码
咨询操作,借款到哪里
号码是哪来的,哪来的我的手机
运营商提示音,有时可以跟我说我都会替你转达的
犹豫中/考虑下,不太急
肯定,我有我有
投诉,我要图诉
期数,可不可以分6期
咨询额度-通用,贷多少钱可以
咨询利息/费用,！多少的利息
肯定,需要啊是不是咱这里的
投诉,别骚扰你妈的
质疑机器人,声音太假
肯定,嗯可以可以可以
肯定,对是的
咨询利息/费用,之后产生的？费。用是多：少
嗯啊哦额/模糊回答,啊这
运营商提示音,你通话的客户正在使用呼叫保持服务请不要挂机
没通过怎么办,不是说审核不通过：是显示。明天再来
电话号码,官方电话
恢复词,你说的对
电话号码,你们客服电话多
骗子/骗人,凭什么相信
否定/拒绝,没这个想法
肯定,恩对。
肯定,嗯好的嗯
肯定,嗯是的你说
运营商提示音,老板在哪哦我会转达的还有别的事吗
肯定,对呀什么
电话号码,说下你们的电
号码是哪来的,你们通过什么方式找到了我的号码
肯定,现在对
运营商提示音,我已经跟您说的内容请问您还有别的事吗
咨询利息/费用,有！利。息吗
否定/拒绝,不是那那个到底算不算
肯定,是的啊你好
咨询利息/费用,利息你们可以减免么
咨询放款速度,什么时候能拿钱
不舒服,正在打点滴
在忙/在开会/在开车,在工作
肯定,对吧
否定/拒绝,啊我现在不用谢谢啊
没印象,没啥印象已经
人工服务,我要转一下人工
骗子/骗人,你们不是骗钱吧
肯定,嗯。好的
咨询利息/费用,算怎么利息啊
肯定,啊知道了知道了。
运营商提示音,嗯好有什么具体的事可以告诉我我可以帮您转达
恢复词,继续说
肯定,嗯行行行好
什么平台,好的请问你这边是哪家机构
快说重点,到底要说什么
肯定,啊知道了。恩恩
电话号码,客服怎么联
肯定,额收到过
投诉,没贷款在打报警
电话号码,说下你们的联系方
肯定,啊好的好的谢谢
加下微信/发信息/发个短信/发资料,给一条资料料
肯定,我是XX马上金融的吧？我过两天就处理
肯定,对对对对对。
什么平台,你姓什么
质疑机器人,是电脑
咨询利息/费用,。利息怎么算啊
咨询利息/费用,利息几厘
什么平台,找我什么事你谁呀
肯定,呃我是本人啊
调戏AI,我能请你吃饭吗
利息高,贷款利息贵么
肯定,知道了今天弄了好吧。
会不会放款失败,放款率是百分之百吗
没通过怎么办,怎：么申请不；通过
肯定,哦可以可以可以
咨询提前还款,这款是可以提前还款吗
加下微信/发信息/发个短信/发资料,微信息信息公众号是什
额度太少,三万还是算了吧
恢复词,计划
质疑机器人,是电脑吗
咨询利息/费用,需要还多少
咨询额度-通用,哦那个有那个额度升级吗
咨询额度-通用,才五千块送给我都不要
号码是哪来的,你是怎么知道道我的手机号码
肯定,额知道了
咨询提前还款,借款不可以提前还款
否定/拒绝,不麻烦
额度太少,嗯不用不用谢谢谢谢两千块太小了
打错了,哦不是不是你打错了哈
肯定,喂你好。是的。
肯定,哦知道了好
咨询利息/费用,我说可不可？以减免一些；利息
恢复词,哦您说
人工服务,帮忙我转人工
咨询操作,放；款到哪里
加下微信/发信息/发个短信/发资料,发我手机机上吧信息息
打过了/不要打电话,不要再给我打电话了
否定/拒绝,太贵我不需要
恢复词,你给我介绍一下
运营商提示音,有什么事可以给我说我会帮您转达他的
在忙/在开会/在开车,我在开车没时间
肯定,哎是的。
否定/拒绝,不是谢谢
人工服务,转人工吧
什么平台,请问贵姓
质疑机器人,是个录音
咨询额度-通用,XX贷款最高额度是多少
没通过怎么办,没有叫审核不通过
什么平台,哦干嘛的
无法登陆APP,我登录不上
否定/拒绝,很麻烦
号码是哪来的,哪里知道道我的号码
没通过怎么办,怎么处理中通过不
没通过怎么办,了我不通过为
工号,工号多少
已经申请到了,我已经申请到了 谢谢哈
否定/拒绝,我现在不需要
提额券,我想提额度
肯定,这个你放心了不用担心了啊。
肯定,能啊你说啊。
骗子/骗人,怎么保障质量
咨询利息/费用,那也利息多少啊
肯定,要
肯定,是我做什么
运营商提示音,我是机主的秘书他现在不方便有事你可以和我说我尽快为你转达
重复,没二听清再说一遍
否定/拒绝,啊逾期了我怎么不知道
加下微信/发信息/发个短信/发资料,发一条简讯给
咨询操作,怎么提款
上征信,征信会有影响吗
咨询利息/费用,利息率利率是多少
咨询利息/费用,利息是怎；么样
在忙/在开会/在开车,我现在没时间等会再说
肯定,好知道了。
肯定,是我没有错
没通过怎么办,识别怎么有额度审核不通过
加下微信/发信息/发个短信/发资料,给一份资料料
在忙/在开会/在开车,马上开会了
肯定,哎对啊怎么啦
嗯啊哦额/模糊回答,额喂
调戏AI,几几年生的
咨询操作,我在哪里操作贷款
运营商提示音,理解了您的来意我会立马帮您转达祝您生活愉快再见
咨询额度-通用,我都说了五千多没用我不要好吧不要再打了好吧
否定/拒绝,我找到我直接删掉我现在我那个按钮啊我换了手机我都不用了
工号,说一下你工号
嗯啊哦额/模糊回答,哦没细看
咨询利息/费用,你们这利息咋算的
有信用问题/逾期记录能借款吗,信用差的很能贷款吗
咨询利息/费用,总共费是多少
否定/拒绝,哎是的是的我暂时不需要
肯定,我是有什么事情啊
投诉,骚扰你妈
什么平台,是中国人寿吗？还哪里啊
肯定,啊。是啊
恢复词,还有要说的吗
否定/拒绝,没兴趣参加
否定/拒绝,没有
额度太少,4万块钱！太少了
额度太少,你们这额度小了这个额度能不能再大点
打错了,嗯不是你打错了
咨询利息/费用,呢利率是多少但？
没通过怎么办,老是申请不通过啊怎么回事
提额券,提高额度
否定/拒绝,不用核实了不处理
质疑机器人,你是人还是机器
之前被拒了,申请已经被拒了
否定/拒绝,我不清楚不知道你说什么
重复,什么事讲。
加下微信/发信息/发个短信/发资料,发个短信信息看下
肯定,好好行知道了
咨询额度-通用,额度是多少
投诉,投诉电话是多少？
打错了,打错了吧他谁我不知道
提额券,如何提升额度
咨询利息/费用,我说我贷款要？利息吗
否定/拒绝,暂时不缺钱
恢复词,我听听
肯定,好好好
咨询放款速度,多少时间
运营商提示音,您拨打的电话无法接通。
没通过怎么办,为什么有可以提额的额度额度却提额不通过？
额度太少,我开提额的额度太小
否定/拒绝,没进去
号码是哪来的,怎么知道道我有资金需
咨询额度-通用,我说就里面来的余额就一千多块钱干嘛了
额度循环,额度可以循环使用吗
骗子/骗人,该怎样相信你们
犹豫中/考虑下,晚点时候
肯定,嗯是的嗯嗯。
否定/拒绝,不打算
恢复词,哎说
不舒服,住院
额度太少,额度太低了没用
肯定,呃是我怎么啦
投诉,我要投诉你们之前的工作人员
质疑机器人,不是真人吧
肯定,我问你有什么事
加下微信/发信息/发个短信/发资料,报下微信息信息
否定/拒绝,不是你要找的人
否定/拒绝,非常不满意
什么平台,你那里是哪里
运营商提示音,嗯好有什么具体的事可以告诉我我可以帮你上班
肯定,是啊你好是。
号码是哪来的,哪里来
否定/拒绝,哦我现在暂时没有需要
咨询利息/费用,；利息怎么。样
恢复词,嗯什么事
什么平台,什么你是你是什么地方的啊
肯定,好我知道了嗯。下午就会
运营商提示音,我已经为您说的内容请问您还有别的事吗
投诉,死开
咨询利息/费用,说说利率多少
投诉,我要投诉你们公司
否定/拒绝,啊我暂时先不用谢谢你啊
咨询放款速度,什么时候能贷下来
咨询放款速度,什么时候可以拿到钱
恢复词,然后还有吗
咨询利息/费用,之后费用的产生是多少
利息高,最高几个点
否定/拒绝,别了解
咨询利息/费用,借款！利息
骗子/骗人,你这是诈骗电话吧
肯定,好非常感谢
没通过怎么办,不是不通过你们系统说我抢慢了
肯定,对可以
没通过怎么办,额度临时为什么不通过
申请条件,阿都需要些什么条件啊
肯定,知道知道知道。
打过了/不要打电话,一个月打几次你们是没事做吗？
在忙/在开会/在开车,我现在这边有点忙等会给你回电话过去
肯定,啊可以可以可以
咨询操作,要怎么操作弄
肯定,确定。
加下微信/发信息/发个短信/发资料,给点资料料
加下微信/发信息/发个短信/发资料,邮件箱
调戏AI,男朋友
在忙/在开会/在开车,现在在上班没空
咨询额度-通用,我能贷多钱
额度太少,收到过但是额度这么少没使用
没通过怎么办,？怎么回：事有：额度；不通过
没通过怎么办,审核不通过呢？
电话号码,能说一下你们的微信号公众号
犹豫中/考虑下,让我在考虑下
投诉,你们一天打几十个电话我要报警啊
否定/拒绝,破产
否定/拒绝,哎是的是的我暂时不
运营商提示音,嗯好的您说的我会立马转达给他祝您生活愉快再见
打过了/不要打电话,干嘛老是打我电话都说了联系不上我是她们
肯定,我这就去申请
没通过怎么办,为什么。审核不通过呢？
重复,你喊啥
质疑机器人,程序播放的
没通过怎么办,为。什么申请不通过啊
重复,东西什么
肯定,哎我是啊
肯定,知道呀
什么平台,什么保险公司啊
犹豫中/考虑下,需要的时候再找你
咨询利息/费用,你们利息是多少
否定/拒绝,没这个需求
否定/拒绝,后面有需要
肯定,好好好好嗯嗯
什么平台,打电话干嘛啊你谁呀
否定/拒绝,现在没有考虑
电话号码,电话多少
额度太少,嗯额？度？太低了算了
肯定,啊对的是的
肯定,好我知道了。
操作繁琐,好繁琐的操作啊
恢复词,嗯你干嘛你说
否定/拒绝,不玩这个
人工服务,转智能人工
肯定,嗯嗯好
怎么提额,多久给我提额一次
质疑机器人,是电脑设置的吧
咨询提前还款,可提前结清
咨询操作,操作怎么呃
肯定,嗯好。
肯定,啊听得到
在忙/在开会/在开车,现在在上班下班了再去处理
重复,再说一斯遍
咨询提前还款,假如我借出来可以提前还款吗
肯定,嗯好的
投诉,我要起诉你们
恢复词,下一步
没通过怎么办,/借款失败
电话号码,我要号码
肯定,我说有app有
否定/拒绝,不用谢谢啊
肯定,嗯对呀
肯定,是我是本人
加下微信/发信息/发个短信/发资料,发给我看
什么平台,你们啥啥子公司啊
额度太少,喂你们：这：里的额度太低了
否定/拒绝,不知道还
不舒服,胃疼
肯定,哦好的知道了谢谢!
号码是哪来的,是谁给你们我的信息
肯定,好好我晓得了
咨询利息/费用,说一下！利息
肯定,确定确定确定确定
咨询提前还款,提前还款提交
肯定,嗯好的好的好的啊
质疑机器人,你怕是机器人
在忙/在开会/在开车,有点忙
打过了/不要打电话,我没再烦我不知道不要再打电话
质疑数据安全,信息安全
额度太少,喂你们这儿额度太低了
肯定,那可以
否定/拒绝,不是啊
不舒服,晕倒了
号码是哪来的,你们是怎么知道道我有这方面的需求
恢复词,先说说吧
咨询利息/费用,利息的贷款
咨询放款速度,放款有多快
恢复词,呃说。
咨询利息/费用,利息有。多少
无法登陆APP,登不上APP
号码是哪来的,哪来的我的手机号码
肯定,呃我是
肯定,是的干嘛
肯定,可以好的
肯定,嗯好的好的好的嗯。
肯定,是我本人在用
运营商提示音,好的我会跟机主讲的您还有别的事吗
咨询利息/费用,那利息啊多少
不舒服,得禽流感了
否定/拒绝,不用了谢谢。
恢复词,嗯然后呢
号码是哪来的,哪里拿到我的信息
重复,什么？事讲。
咨询放款速度,放款这么快
咨询放款速度,钱什么时候可以拿到
咨询提前还款,我想提前结清所有欠款怎么操作
否定/拒绝,都不用
额度循环,什么是循环额度？
咨询提前还款,你转提前结清预约什么时候才能返款
肯定,嗯可以吧
肯定,嗯是我本人
咨询利息/费用,利息啊呢
肯定,好行谢谢啊
打错了,嗯不是不是打错了
申请条件,满足是什么
质疑机器人,机器人讲话
在忙/在开会/在开车,我在开会稍后打来
咨询放款速度,贷款快么
咨询利息/费用,利息怎么算手续费的
肯定,啊收收到过
在忙/在开会/在开车,现在不方便
咨询利息/费用,一下讲下利息
咨询利息/费用,我说我贷款！要！利；息吗
没通过怎么办,审核不通过是什么;原因？
通过率,贷款申请容易过吗
号码是哪来的,怎么有我电话话号码
肯定,恩好的谢谢
咨询利息/费用,每个月利息是这个多少
质疑机器人,是机器
否定/拒绝,我知道不用你说
肯定,是 是是是 好
重复,没有；听清
咨询利息/费用,少收费一点
否定/拒绝,哦哦哦我不需要啊
肯定,啊对对对
怎么提额,太少了再高点
什么平台,你哪个？
质疑数据安全,咨询下你们这个有信息保护吗
恢复词,哦但是我那个什么事你说。
肯定,哦我那小侄办理啊我知道啊他现在有点困难
额度太少,嗯额度太低了少算了
加下微信/发信息/发个短信/发资料,能不能给我发一
打错了,啊你打错了啊
投诉,我要投诉你们催收公司
在忙/在开会/在开车,我在开会待会再打来
咨询利息/费用,到底多少利息
额度太少,听到了你们太额度这个低了
期数,可以分多少期
否定/拒绝,哦算了算了
咨询放款速度,多少时间下款
否定/拒绝,最近没需要
期数,期数是自己选择的么
没通过怎么办,为什么申请不通过
恢复词,那你跟我说说
电话号码,给个电话
肯定,是的什么的
咨询放款速度,放款可以快点吗
肯定,我可以是
肯定,清楚了。
否定/拒绝,现在有大把钱不要了
额度太少,额度太低了那个意义没啥我还不如
什么平台,谁啊
打款渠道,钱怎么拿到手
犹豫中/考虑下,再考虑考虑
咨询额度-通用,好的好的好的我要去贷一百万
加下微信/发信息/发个短信/发资料,你的微信息信息号
投诉,娘个比
肯定,没有错是我
调戏AI,二十几了
骗子/骗人,是真的吗
肯定,好我知道了我会操作了
什么平台,你叫什么名字
申请条件,什么条件可以；借
电话号码,怎样才能找
加下微信/发信息/发个短信/发资料,官网址地址
打错了,不是你打错了
加下微信/发信息/发个短信/发资料,能给我你的号码
咨询额度-通用,每天放多少钱？
恢复词,对啊你先说
期数,一年还清可以吗
加下微信/发信息/发个短信/发资料,资料料给我
打错了,不是打错了啊
投诉,投诉电话是多少
没印象,有吗不知道呢
肯定,嗯好的好的好的。
骗子/骗人,不可靠吧
运营商提示音,有事配合我说我都会替你转达的
额度太少,额度太低了？那个没啥意义我还不如
没通过怎么办,为什么申请借贷通不通过也不说
犹豫中/考虑下,我想一下哈
否定/拒绝,还撒嘛不还
没通过怎么办,为！什？么申请不通过
打错了,你搞错了呀
什么平台,你哪里
否定/拒绝,嗯但是现在我不用嘛
加下微信/发信息/发个短信/发资料,如何找你们
打过了/不要打电话,别打了今天都打了两次了
否定/拒绝,不要不要滚吧
运营商提示音,好的您交代的事情我会尽快帮您转达的。感谢您的来电先这样拜拜
咨询提前还款,我想把款提前结清怎么办
咨询操作,；收到关键怎么操作啊
咨询提前还款,借款之后可以提前还
肯定,呃知道了谢谢
已经申请到了,已经在你们平台申请到额度了
肯定,哎对。
肯定,你讲的对就是我
否定/拒绝,我是被骗了我不知道
肯定,好的好的知道了
打过了/不要打电话,怎么又打
打错了,我说电话打错了没有够了用啊
否定/拒绝,哦不需要了没有了
没通过怎么办,！没显示不通！过
肯定,啊对怎么了
投诉,再打就举报你们
调戏AI,老大不小
打错了,啊打错了我不是
加下微信/发信息/发个短信/发资料,资料料寄给我
咨询APP名字,什么软件啊
额度太少,余额太低了我不想用谢谢啊再见
什么平台,啊对哪里啊？
嗯啊哦额/模糊回答,喂呃
打错了,打错了
咨询利息/费用,说说费率多少
什么平台,是你哪里？
重复,什么东西
额度太少,哎你们这额度太低了
电话号码,嗯你电话可以重新说一遍
质疑机器人,是不是人工智能
恢复词,您好您好您好您好您好您好您好
恢复词,最近有这个打算
什么平台,你什么保险啊
肯定,有啊什么我都有啊
上征信,征信的影响
咨询额度-通用,我上面都没有额度了嘛
电话号码,客服的号码
否定/拒绝,不考虑哈
否定/拒绝,哦不需要
打错了,不要再给我打电话了再打就拉黑
期数,最多可以选择分多少期还款
恢复词,具体介绍下
号码是哪来的,那我的信息
什么平台,对对对你好哪位说？
没通过怎么办,已申请未通过
咨询操作,。嗯呃怎么？操作
咨询放款速度,多久拿到钱
肯定,嗯知道怎么了
肯定,嗯嗯好的知道了谢谢
额度太少,哦最低是一千八百块15915到二十万是吧
打错了,不是不是打错了哈
号码是哪来的,哪里来我号码
打错了,打错了哈
否定/拒绝,啊不用不用了
什么平台,你说什么你是哪的呀
加下微信/发信息/发个短信/发资料,给一些资料料
咨询提前还款,分期还款可以提前还款吗
打过了/不要打电话,一直打电话烦不烦
额度循环,我申请的是循环额度
否定/拒绝,哦谢谢不需要
否定/拒绝,我不清楚
肯定,领了
否定/拒绝,没有想过
否定/拒绝,不在不在没有
没通过怎么办,为什么借款处理了又不通过
肯定,好行行我知道了哈好谢谢
额度用途,你这个额度平时购物可以用吗
咨询利息/费用,你跟我讲利息怎么怎么算的呀
人工服务,给我转账
投诉,我要告你们天天骚扰我
打过了/不要打电话,你们再打我要举报你
没通过怎么办,申请不通：过会上征信吗
加下微信/发信息/发个短信/发资料,先加个微信息信息
运营商提示音,ATC的相关情况我都记下了等会就转达给他还有别的事吗
咨询放款速度,下款挺快的
运营商提示音,您好您拨打的用户暂时无法接听你的电话
否定/拒绝,逾期了我也不还
打错了,你们电话不要钱的吗
肯定,是我啊
提额券,可以提额吗
肯定,好行
肯定,有需要
号码是哪来的,怎么知道道我电话话号码
咨询操作,怎么办
无法登陆APP,锦囊贷APP登录不上怎么办
否定/拒绝,不是很有兴趣
号码是哪来的,信息息哪里来
运营商提示音,不好意思啊主暂时不方便接电话帮你转告他。你这边还有其他什么补充的吗
打错了,打错了不是
咨询利息/费用,你们的费是怎么计算的
咨询利息/费用,利率多少
什么平台,怎么称呼您
肯定,对呀对呀
犹豫中/考虑下,我必须想一下
否定/拒绝,不去啊
骗子/骗人,是不是真的啊
征信不好,征信差
犹豫中/考虑下,在想想
什么平台,您什么名字
恢复词,给我说说
咨询利息/费用,请问一下我已经产生了多少利息
打过了/不要打电话,怎么那么多人给我打电话
号码是哪来的,怎么知道道我有投资计划
恢复词,你跟我介绍吧
投诉,傻麻屄
什么平台,什么公司
咨询额度-通用,一次性最多可以申请多少额度
肯定,嗯嗯嗯我知道嗯嗯。
投诉,瓜幺儿
否定/拒绝,哦已经没有了
额度太少,可用低了吧
什么平台,请问你叫什么名字
肯定,啊对的
否定/拒绝,没人要
咨询利息/费用,一万多少利息每月
什么平台,你是哪位？
咨询提前还款,这款分期后可以提前还款吗
标记号码,你的外现号码被标记了
肯定,好行我知道了啊。
否定/拒绝,不是不是
恢复词,那你介绍下吧
嗯啊哦额/模糊回答,他啊
肯定,是的什么事你直接说吧
打过了/不要打电话,天天打
额度太少,额度低
打过了/不要打电话,打
否定/拒绝,不看展览
骗子/骗人,为什么要信你
额度太少,额度也太。低！了吧
没通过怎么办,！怎么处；理中？不通过
额度太少,没有兴趣啊谢！谢！那个额度太低了
没通过怎么办,我的申请没有通过啊
申请条件,几申请能岁呀
没通过怎么办,提现怎么不通过
否定/拒绝,明年要
加下微信/发信息/发个短信/发资料,地址发我
什么平台,你哪的？
电话号码,怎么联系你
肯定,我知道我知道的我知道的。
运营商提示音,有什么事情可以先和我沟通我替您转达
号码是哪来的,你怎么有的我的手
什么平台,方便问名字吗
操作繁琐,没见过比你们这个操作更繁琐的APP
肯定,呃行
否定/拒绝,还没有
肯定,是的我晓得那好
肯定,嗯嗯 是啊是啊
在忙/在开会/在开车,我在开车就这样挂了
恢复词,大概讲一下
肯定,对就是
额度循环,循环使用是啥意思。
咨询利息/费用,哎你好我想问一下这个你们这个产品利息是呃。
肯定,好的行。
申请条件,你一下说先条件
利息高,贷款利息太高了
犹豫中/考虑下,想想
肯定,啊知道
调戏AI,御姐
肯定,是的是的是的
骗子/骗人,我该怎样信任你们
质疑数据安全,联系人信息保密
否定/拒绝,我现在不需要钱
咨询额度-通用,10万
号码是哪来的,知道道我的电话
在忙/在开会/在开车,有什么事我现在很忙
肯定,呃可以
打过了/不要打电话,烦死了你们我的电话被你们打过
打过了/不要打电话,不要再给我电话
肯定,啊我知道
打过了/不要打电话,我电话快被你们打爆
在忙/在开会/在开车,我现在在开会等一会儿打给我
犹豫中/考虑下,再想一下
快说重点,说快一点
什么平台,人寿
骗子/骗人,忽悠人
咨询利息/费用,介绍一下利息
咨询利息/费用,罚息多少？
犹豫中/考虑下,我必须考虑下
否定/拒绝,啊收到过但是我现在不用吧
什么平台,我问你哪里的哎呦
怎么登录APP？,如何登陆手机APP
电话号码,我需要一个联系方
肯定,你等一下五分钟啊对。
肯定,呃是的怎么了
肯定,你好可以
否定/拒绝,没有。
打过了/不要打电话,我也不能联系到他不要再打电话
咨询利息/费用,的有费用多少
否定/拒绝,算了吧
否定/拒绝,哦我不是很清楚
运营商提示音,你这边有其他事需要我帮你转达吗
人工服务,你给我转人工吧
咨询操作,怎么？操作成：功
投诉,我要查询一下投诉
调戏AI,属什么
额度太少,你们这个了也太少额度
期数,我想分期5个月还可以吗
肯定,恩好吧
打错了,啊不是不是打错了
否定/拒绝,就是不还
咨询操作,嗯行我还款怎么办理
打错了,这是我刚换的手机
质疑数据安全,贷款安不保密啊
肯定,这不就是我嘛
肯定,是 还正在..
额度太少,余额太低了不用了谢谢啊
肯定,哎对对
质疑机器人,他妈的你不是机器人吧
额度太少,那个额度太想了不低用那个
额度循环,申请循环额度
犹豫中/考虑下,我需要考虑一下
与银行区别,这个产品和银行借款有区别吗？
咨询操作,在：哪看？贷款的钱
没通过怎么办,我什么都是真实的就是不审核通过
加下微信/发信息/发个短信/发资料,我们微信息信息上说
没通过怎么办,审批不通过怎么办
运营商提示音,我不方便直接把他的微信给你但是我可以帮你问哈他还有其他事情没得
犹豫中/考虑下,有需要的话再找你
号码是哪来的,我号码码你们怎么找到
号码是哪来的,电话话你哪里
咨询利息/费用,说说利率：多少
肯定,哦知道了知道了
咨询提前还款,我申请的全额还款什么时候可以还啊
号码是哪来的,怎样知道道我有购房需
打过了/不要打电话,不要给我打电话
否定/拒绝,我就是搞这个的
否定/拒绝,我都不知道有这回事
骗子/骗人,没听过你们公司
骗子/骗人,欺骗
投诉,投诉电话
否定/拒绝,不需要钱吗
咨询利息/费用,费有多少
肯定,是的就我啊
在忙/在开会/在开车,没有时间在上班
否定/拒绝,行知道了不需要谢谢
加下微信/发信息/发个短信/发资料,资料料发到我
运营商提示音,我已经给您说的内容请问您还有别的事吗
肯定,嗯行好的
打过了/不要打电话,是啊我都跟你们说了好几遍不需要怎么还老是打来
肯定,哦app行吧
在忙/在开会/在开车,哦下午弄我下午弄。现在在开会
否定/拒绝,不管什么我都不知道
肯定,领了领了
有印象,对我有点印象
不专业,你是不是新来的？
肯定,本人啊什么事
咨询放款速度,真的有这么快吗
额度太少,额度太少
没通过怎么办,为什么我申请？通过不通过没反应贷款
肯定,哦知道了行谢谢啊
打过了/不要打电话,你们的不要话费
什么平台,您的名字是
肯定,哦是吧
额度太少,！4万不；够
咨询利息/费用,怎么算久算费
质疑机器人,你机器
运营商提示音,这个我不太确定会尽快为您转达。那你这边还有别的事吗
肯定,恩好的好的好的好行
犹豫中/考虑下,我再考虑考虑吧
打错了,没事不要每天给我打电话
咨询放款速度,多长时间到账
犹豫中/考虑下,我回去和家里人商量下
加下微信/发信息/发个短信/发资料,能否留个微信息信息
肯定,是的没错
咨询额度-通用,好像没有额度我感觉里面
不舒服,过敏
否定/拒绝,呃我不需要借款
调戏AI,你有女朋友吗
咨询提前还款,借款不可以提前还款的
嗯啊哦额/模糊回答,嗯是不是啊
加下微信/发信息/发个短信/发资料,我要个短信信息就可以了
咨询提前还款,不能提前还款吗
投诉,我又不欠你们钱天天打什么电话再打报警！
不舒服,输液
质疑机器人,你是不是机器人
咨询放款速度,拿钱快吗
肯定,是的说
肯定,是 是啊 嗯我就是啊 什么
否定/拒绝,完全不用
打错了,你打错电话了
否定/拒绝,别说
恢复词,怎么啦？
调戏AI,多大年纪能办
肯定,啊晓得了晓得了啊
咨询提前还款,这款不可以提前还款
恢复词,详细介绍一下
否定/拒绝,我不想回去
运营商提示音,你说的我都记下来了稍后我会告诉他的你可以一会再打电话过来拜拜
肯定,我知道的。
肯定,啊是的是的是的是
什么平台,打电话干嘛呀你谁呀
恢复词,我是你说吧
运营商提示音,这些问题还是让他直接跟您沟通吧稍后我帮您转达
否定/拒绝,呃暂时用没必要
咨询利息/费用,：但利率是多少呢？
期数,可以分多少期还款的
肯定,是的好好好我知道了
不舒服,空调太低了后不怎么舒服
否定/拒绝,不是啊不是不是
打错了,我刚换的电话号
额度太少,你那额度太小了一点用都没有
嗯啊哦额/模糊回答,嗯那
否定/拒绝,么有
投诉,我要投诉咨询你们
人工服务,给。我转
恢复词,那你跟我说吧
犹豫中/考虑下,到时候再联系你吧
号码是哪来的,哪里弄到我的资料
打过了/不要打电话,能不能不要打了
肯定,是我咋了
犹豫中/考虑下,过段时间
在忙/在开会/在开车,忙的
号码是哪来的,怎么
骗子/骗人,不是骗人的吧
申请条件,我怕满足不我你们这个条件
调戏AI,你不下了吧
调戏AI,结婚
上征信,影响征信不
打过了/不要打电话,求求你们不要给我打电话
没通过怎么办,怎么申请不通过
肯定,啊行行行
咨询利息/费用,多少的费率利率
咨询额度-通用,两百元有什么用啊
咨询操作,怎么下款
没通过怎么办,你们不通过我的申请
质疑机器人,是人工还是电脑
肯定,就当我是吧
人工服务,转一下人？工
肯定,对知道的好的知道了好。
肯定,嗯嗯好的谢谢
快说重点,挑重要的说
额度用途,这个额度可以提现吗
什么平台,你哪的
肯定,是那是啊
肯定,恩有
骗子/骗人,欺骗我
打错了,不是我手机号
恢复词,没问题你继续介绍
号码是哪来的,怎么知道道我的手机号码码
咨询利息/费用,毛利率
否定/拒绝,哪个都不满意
肯定,啊没问题
肯定,是是我
骗子/骗人,有没有什么风险
人工服务,我要转账人工
咨询额度-通用,4万
加下微信/发信息/发个短信/发资料,短信信息发我
肯定,想过
运营商提示音,你说的我都记下来了稍后我会告诉他的你也可以一会儿再打电话过来祝您虎虎生威
咨询利息/费用,！费用高不高
没通过怎么办,审核不资格通过怎么办
电话号码,我要联系方式
额度循环,随借随还是什么
加下微信/发信息/发个短信/发资料,发下产品信息息
咨询利息/费用,收费多少钱
肯定,嗯嗯好嘞好嘞好嘞谢谢啊。
上征信,对我的征信是不是有影响
投诉,我需要投诉
号码是哪来的,资料你怎么知道
调戏AI,几岁了
肯定,嗯。是的
肯定,喂你好是的
质疑数据安全,你们有信息保护吗
恢复词,哦我明白了你继续
打款渠道,这个钱怎么给我
犹豫中/考虑下,有需要再联系
恢复词,干嘛啊你
运营商提示音,哎呀这个问题凭我的智慧很难跟你解释啊回头让他跟你说吧我帮你转达给他
质疑机器人,你是不是机器人啊
没通过怎么办,一直不通过 什么原因
嗯啊哦额/模糊回答,喂哎
